"","x","y"
"1",2.39296853465359,0.914543637446238
"2",1.81172555957361,2.91150325117876
"3",4.49953889847837,2.95099168941522
"4",1.00410545717328,0.684098040410894
"5",2.25509389902865,6.47809950717239
"6",0.453374836829456,1.47552769482279
"7",1.11562750484372,4.40166691280389
"8",3.29339255474215,2.80753727115601
"9",2.36073695173317,5.19232836449373
"10",1.75544748775877,3.01948661453369
"11",0.601871129281747,1.66272303592851
"12",2.88970523037919,3.01603738542598
"13",1.99417526637107,4.26397909032858
"14",0.374347746802606,0.974596863816175
"15",1.84232966963797,3.30939162750253
"16",0.544922980780563,0.694821210881355
"17",1.10580441526417,0.936079526162095
"18",1.41802549907928,4.05896490961937
"19",1.38799168071556,1.92011947453606
"20",0.545530670416211,0.415363777686485
"21",0.20570912042851,0.972734018078597
"22",2.23713611644837,2.01023983590337
"23",0.117278862143492,0.608013052190958
"24",1.18912358695654,2.88800975794806
"25",0.573600004513883,1.53912535988168
"26",2.26597246918297,2.57433045499001
"27",1.68713099931909,1.65506624537279
"28",2.90828321095184,3.20998624761024
"29",0.122826620429574,0.349317922949425
"30",0.309286884419901,0.776683257397122
"31",0.18355290797333,0.683285965525647
"32",0.119960029895595,0.586543800290893
"33",1.41733426976107,2.4442656951411
"34",0.24619368121246,0.885045245479307
"35",0.796853587849684,2.76354654583518
"36",2.45757393856182,6.08971644758356
"37",2.33804173064071,7.15159405460487
"38",0.12533061036728,0.365556783199479
"39",3.35257161517127,2.45000373821079
"40",0.137020285674012,1.29752121926441
"41",0.43228042813411,2.79463175149876
"42",0.896203576589627,0.820064254510605
"43",2.39185663475185,2.45557057843234
"44",1.04595089661914,2.80431942449818
"45",2.54426272075189,3.05482582228335
"46",1.32983959518725,5.67845169946197
"47",1.29035370441784,3.34705429656519
"48",1.00381654831744,1.93844268032069
"49",0.516927253662209,1.30223127799765
"50",0.514041193907421,2.88388887818707
"51",0.502513365555391,1.06366045855388
"52",5.36615104097723,4.10264653934363
"53",1.00397729464815,3.33205190525132
"54",0.187138553945314,0.808442314551323
"55",0.428643809055375,0.492304574402586
"56",1.52746351642303,3.02653224776224
"57",0.208386052104857,1.74415801331538
"58",2.25502265057672,0.789082433751769
"59",4.09046930213632,1.31524701999787
"60",1.79735533987857,2.18481537375872
"61",0.0916988031708988,0.242891144378413
"62",2.02383157204063,3.50938654356321
"63",2.46891341064288,3.2132989672048
"64",0.818421366817107,2.16792860313006
"65",3.35882439130817,3.80208487093322
"66",0.108620300358077,0.536767085740346
"67",0.825266484366728,3.37075972612467
"68",0.505588105266439,0.876225693272564
"69",0.391514422867234,1.8718107372181
"70",0.440271512204794,2.09945320971191
"71",0.714185178673164,1.83622732458086
"72",0.215958995629281,0.511487524210585
"73",0.162094936436617,0.550871882457196
"74",0.0474539769812411,0.288020506300392
"75",2.65997645872231,3.07554063228
"76",0.424397761592748,4.13472047274547
"77",0.680554229894078,1.73978783869258
"78",0.0979039976240116,0.308670172445631
"79",0.32467370975404,0.912818127198436
"80",0.512437832754554,1.12743322840353
"81",0.726273839759497,1.2171357539658
"82",4.04776646872287,5.20065853610587
"83",4.13463178626034,2.99643175756272
"84",0.522815197234945,0.923994760681192
"85",1.04069524958601,3.95140537756909
"86",2.72509449469931,4.87562496033255
"87",2.16585352466494,3.08746839654271
"88",1.65261052879801,2.073942691533
"89",1.28635356715102,2.05528474233666
"90",1.57064058574336,2.76785948544113
"91",1.38254753797905,5.12224085098963
"92",2.19206141293334,1.25556910691438
"93",0.711698062890699,1.70046047127483
"94",1.03010333835744,1.67663625360466
"95",0.761742050096971,3.91654879390631
"96",4.57491797291692,1.27074420507617
"97",0.325990254285593,1.0243086459489
"98",0.126963341485421,0.518965633972688
"99",0.648012434220298,2.24252499937039
"100",0.212909972416218,0.700568085643223
"101",2.49883719258763,1.41269001945634
"102",0.271030584780403,1.55623790985978
"103",1.8231859957716,2.01417933549423
"104",0.278479338392531,1.31979552821805
"105",5.12697852820144,2.62768606495346
"106",2.91150864215957,3.8809079381265
"107",0.567794629533534,1.58653889686665
"108",0.890693412231207,1.27691405537275
"109",2.61917422576745,2.70972655713908
"110",0.247002117821922,1.15642437299337
"111",1.48376780309607,2.81803666182848
"112",1.26334310685914,1.56426534789337
"113",0.957406571065342,1.0118186070265
"114",3.73742883117926,3.58994997331129
"115",0.0831561796343768,0.554268446335261
"116",2.20491813889895,5.28998520461657
"117",1.00824631189017,0.889932400843744
"118",2.44668459935078,5.8509230736107
"119",0.144582801662374,1.03187479146979
"120",1.52194101353353,1.94675918072346
"121",3.64204120225364,5.60912784686283
"122",4.39145758826371,2.43384082041596
"123",0.284738847411059,1.03894228588582
"124",0.879300779801164,3.30551160989591
"125",1.92136465498037,2.59901708647302
"126",0.866508136643624,1.83757356538225
"127",0.0726622468150438,0.874018412918392
"128",1.79920248653942,6.13153486282643
"129",4.94061513767661,1.64880120898902
"130",4.72553693998193,3.5294384102075
"131",0.738933415456418,2.29381783993577
"132",0.243384171189697,0.869224584829698
"133",1.2269309421456,2.27005103423879
"134",1.14108358417652,1.66720322393561
"135",0.290056936805555,0.79260137893919
"136",0.580187351185195,0.821828895652524
"137",1.62350150515309,1.60692330841499
"138",1.71492185990923,6.61448476433087
"139",0.584166398442155,2.33397190219274
"140",1.63654951654433,2.99632668325516
"141",0.640497050669809,1.21465244895802
"142",1.49992698919279,2.37374265147656
"143",2.21233582457427,1.12173157598808
"144",3.48816503821186,5.23316834369519
"145",1.63385198024401,2.52050779666059
"146",1.99812160169996,3.02231884640468
"147",0.0677242623744172,0.274087772791727
"148",0.436475169193955,0.693930100581684
"149",0.350200626105443,3.65302650715854
"150",2.16631245055219,4.19320021043382
"151",3.52651267385029,6.24279294455745
"152",1.93495163361304,1.97043843556796
"153",0.483073422168057,0.830513638869899
"154",0.036926291542739,0.228795566509097
"155",1.88861968246058,1.30017548598648
"156",1.20671367454041,1.88107461274069
"157",1.24376389110921,1.26046631557896
"158",1.58445404904531,1.87495034165538
"159",0.397422623074932,1.21223690650106
"160",0.572070606626255,6.07791307993104
"161",3.31264626356817,3.5251412452061
"162",4.82056674801218,4.26445518773919
"163",1.03061437069591,1.35979230086347
"164",1.70390095291345,3.671859855284
"165",2.50366258311596,2.89253698821549
"166",0.750687876265173,3.03978785504484
"167",0.421002463754992,0.712081753205716
"168",0.9550697173546,1.40265034326057
"169",0.67345479520585,1.97551123741829
"170",1.700666454357,2.11374295933903
"171",0.344120858890518,1.69101089970266
"172",3.25988227537627,0.894553599717386
